"division_numeric_code","start_date","end_date","is_in_union","age_range","data_series_type","group_type_relative_to_baseline","contraceptive_use_modern","contraceptive_use_traditional","contraceptive_use_any","unmet_need_any","geographical_region_bias_reason","has_non_pregnant_and_other_positive_biases","age_group_bias","modern_method_bias","has_absence_of_probing_questions_bias","se_modern","se_traditional","se_unmet_need","se_log_r_modern_no_use","se_log_r_traditional_no_use","se_log_r_unmet_no_need","source_id"
372,2003.49589,2004.327869,"N","15-49","National survey","UW",0.5906862745,0.00490196078,0.5955882353,NA,"","N","+","None","Y",NA,NA,NA,NA,NA,NA,5110
372,2010,2010,"N","15-49","National survey","UW",0.6611445783,0.00753012048,0.6686746988,NA,"","Y","+","None","N",NA,NA,NA,NA,NA,NA,7672
380,2013,2013,"N","15-49","National survey","UW",0.516,0.054,0.57,NA,"","Y","+","None","Y",NA,NA,NA,NA,NA,NA,7508
388,1989,1989,"N","15-49","Other","UW",0.1595303726,0.00983767228,0.169,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,809
388,1993,1993,"N","15-49","Other","UW",0.1684775213,0.00527339004,0.1737509113,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2830
388,1997.580822,1997.99726,"N","15-49","Other","UW",0.1870017281,0.00336290323,0.1903646313,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2876
388,2002,2003,"N","15-49","Other","UW",0.17,0.006,0.176,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2922
388,2008.415301,2009.326027,"N","15-49","Other","UW",0.207354386,0.01509473684,0.2224491228,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,3168
392,2014.161644,2014.243836,"N","15-49","National survey","UW",0.2610170608,0.03705289507,0.2980699559,NA,"","N","+","-","N",NA,NA,NA,NA,NA,NA,7438
400,2007.413699,2007.912329,"N","15-49","DHS","UW",0.00103,0.00023,0.00126,NA,"","N","None","None","N",0.002361993,0.000800421,NA,0.279863378,0.890749056,NA,2407
400,2012.666667,2012.997268,"N","15-49","DHS","UW",0.00092,NA,0.00092,NA,"","N","None","None","N",0.006803312,NA,NA,0.513953902,NA,NA,5339
398,1995.328767,1995.745205,"N","15-49","DHS","UW",0.08825520762,0.02975896626,0.1180141739,0.02401366074,"","N","None","None","N",0.008853217,0.00632694,0.00386418,0.129818364,0.228919194,0.196095544,1826
398,1999.49589,1999.745205,"N","15-49","DHS","UW",0.1477208293,0.0253657609,0.1730865902,0.0295030307,"","N","None","None","N",0.010127292,0.004132959,0.004342857,0.082256318,0.17011764,0.173484319,1669
398,2006,2006.243836,"N","15-49","MICS","UW",0.1101101616,0.00256752102,0.1126776827,NA,"","N","None","None","Y",0.005126073,0.00074557,NA,0.054099204,0.291936851,NA,1882
398,2010.832877,2011.082192,"N","15-49","MICS","UW",0.1397356681,0.00339798654,0.1431336546,NA,"","N","None","None","Y",0.006052417,0.001110189,0.001409214,0.053007527,0.329028578,0.152363284,5006
398,2015.70411,2015.871233,"N","15-49","MICS","UW",0.1870998299,0.00649521481,0.1935950447,0.04380447039,"","N","None","None","N",0.00844853,0.00156051,0.003642753,0.057943386,0.265953456,0.092786399,5666
398,2018,2018,"N","15-49","National survey","UW",0.2823,0.0177,0.3,NA,"","N","+","None","N",NA,NA,NA,NA,NA,NA,7680
404,1984,1984,"N","15-49","Other","UW",0.0432149209,0.05966944243,0.1028843633,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2743
404,1988.915301,1989.410959,"N","15-49","DHS","UW",0.08248235015,0.07412790678,0.1566102569,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,1822
404,1993.084932,1993.663014,"N","15-49","DHS","UW",0.1017251947,0.04790573629,0.149630931,0.05793228491,"","N","None","None","N",0.00627239,0.003947116,0.004144352,0.079569839,0.099985524,0.08847444,1823
404,1998.084932,1998.578082,"N","15-49","DHS","UW",0.1112679023,0.04327202079,0.1545399231,0.09752024598,"","N","None","None","N",0.005532954,0.003136073,0.005246602,0.07127109,0.10061236,0.077516073,1824
404,2003.246575,2003.745205,"N","15-49","DHS","UW",0.0947999369,0.02420940834,0.1190093452,0.07539506961,"","N","None","None","N",0.003656453,0.001171727,0.002503001,0.081657859,0.119988721,0.07640541,1692
404,2008.833333,2009.158904,"N","15-49","DHS","UW",0.1186043869,0.01334668484,0.1319510718,0.07174673864,"","N","None","None","N",0.002657662,0.001412393,0.001701343,0.074714632,0.209007424,0.09228046,4689
404,2014.49589,2014.556164,"N","15-49","PMA","UW",0.1799013056,0.00037123778,0.1932727191,0.09744116969,"","N","None","None","Y",0.008837135,0.000367679,0.005916745,0.089810592,1.003018828,0.143704245,5721
404,2014.328767,2014.830137,"N","15-49","DHS","UW",0.182787792,0.0155224504,0.1983102424,0.05870465878,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5780
404,2014.832877,2014.99726,"N","15-49","PMA","UW",0.1565993508,0.00171479277,0.1654312786,0.08881482059,"","N","None","None","Y",0.013839389,0.000928271,0.009130991,0.105142974,0.543659975,0.112522698,5996
404,2015.413699,2015.578082,"N","15-49","PMA","UW",0.2391052593,0.00350347365,0.2549350786,0.1201700535,"","N","None","None","N",0.020906957,0.001408008,0.015663326,0.116727698,0.403825869,0.171641377,5768
404,2015.832877,2015.99726,"N","15-49","PMA","UW",0.2204671036,0.0106369442,0.2420801266,0.08727732558,"","N","None","None","N",0.019395738,0.003002428,0.009142353,0.113354116,0.283832065,0.10744682,6037
404,2016.833333,2016.997268,"N","15-49","PMA","UW",0.2040669215,0.00794837846,0.2229225825,0.09534495707,"","N","None","None","N",0.011987811,0.001957718,0.007854125,0.074153777,0.248431505,0.091499144,7484
404,2017.832877,2017.99726,"N","15-49","PMA","UW",0.2115210266,0.0093873393,0.238347423,0.09107390857,"","N","None","None","N",0.014867232,0.002554702,0.009552307,0.090067959,0.277627052,0.11144379,7657
404,2018.832877,2018.99726,"N","15-49","PMA","UW",0.2035385994,0.00680582144,0.2260722939,0.08180806207,"","N","None","None","N",0.012352795,0.001975654,0.006637049,0.075995855,0.293712402,0.089788826,7720
404,2019.832877,2019.915068,"N","15-49","PMA","UW",0.236,0.018,0.254,0.079,"","N","None","None","N",NA,NA,NA,NA,NA,NA,9019
404,2020.833333,2020.997268,"N","15-49","PMA","UW",0.2699380293,0.02373890215,0.2974864882,0.07543934247,"","N","None","None","N",0.01152887,0.003194836,0.005828687,0.059225674,0.139391888,0.083802543,9095
296,2000,2000,"N","15-49","National survey","UW",NA,NA,0.2218802395,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,3112
296,2009.712329,2009.961644,"N","15-49","DHS","UW",0.03973482428,0,0.03973482428,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5444
296,2018.832877,2019.082192,"N","15-49","MICS","UW",0.04589007915,0.01120067372,0.05709075287,0.04032879106,"","N","None","None","N",NA,NA,NA,NA,NA,NA,7823
417,1997.580822,1997.912329,"N","15-49","DHS","UW",0.04318095722,0.00197978736,0.04516074458,NA,"","N","None","None","N",0.006730301,0.001192975,0.00231722,0.16287155,0.603616357,0.470791779,1782
417,2005.961644,2006.090411,"N","15-49","MICS","UW",0.05779346117,0.00103765962,0.05883112079,NA,"","N","None","None","Y",0.006538765,0.000737445,NA,0.137317529,0.712429448,NA,652
417,2012.581967,2012.997268,"N","15-49","DHS","UW",0.03060027165,0.00174092593,0.03234119758,0.01533557189,"","N","None","None","N",0.004328074,0.001200704,0.003055822,0.145707741,0.690193536,0.202128968,5457
417,2014.309589,2014.493151,"N","15-49","MICS","UW",0.03248655822,0,0.03248655822,0.00036243933,"","N","None","None","N",0.005225128,NA,6.87e-05,0.171697216,NA,1.001563238,5577
417,2018.665753,2018.871233,"N","15-49","MICS","UW",0.03002142075,0.00036051744,0.03038193819,0,"","N","None","None","N",NA,NA,NA,NA,NA,NA,7582
418,2011.665753,2012.161202,"N","15-49","DHS","UW",0.00696344238,0.00129651737,0.00825995976,0.0236388077,"","N","None","None","N",0.000973192,0.000412199,0.002076902,0.207696824,0.415077869,0.100481417,5062
418,2017.49589,2017.745205,"N","15-49","MICS","UW",0.03785718435,0.00272831519,0.04058549954,0.03872908335,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,7348
426,1995,1995,"N","15-49","National survey","UW",NA,NA,0.296,NA,"","Y","None","None","N",NA,NA,NA,NA,NA,NA,5135
426,2000.163934,2000.412568,"N","15-49","MICS","UW",0.157326131,0.00101282917,0.1583389602,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,1920
426,2001.361644,2001.493151,"N","15-49","National survey","UW",0.1638097055,0.00880161758,0.1726113231,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,1676
426,2004.666667,2005.082192,"N","15-49","DHS","UW",0.193540027,0.00565869554,0.1991987226,0.1007601367,"","N","None","None","N",0.006834777,0.001256799,0.00499606,0.061996007,0.2779944,0.075305649,1808
426,2009.747945,2010.082192,"N","15-49","DHS","UW",0.2270123888,0.00695155445,0.2339639432,0.07234905757,"","N","None","None","N",0.008879457,0.001644847,0.005228168,0.051193467,0.241428942,0.078924661,4947
426,2011.290411,2011.375342,"N","15-49","National survey","UW",0.3109636267,0.00519580543,0.3161594322,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,5608
426,2014.665753,2014.99726,"N","15-49","DHS","UW",0.3500452331,0.00342920873,0.3534744418,0.0570612282,"","N","None","None","N",0.006786311,0.000247079,0.002858371,0.050071042,0.36408683,0.110563106,5769
426,2018.246575,2018.745205,"N","15-49","MICS","UW",0.3575884316,0.01324694688,0.3708353784,0.02656266087,"","N","None","None","Y",0.012140874,0.002997414,0.003338774,0.053793707,0.23318682,0.130291155,7583
430,1986.084932,1986.578082,"N","15-49","DHS","UW",0.09967433382,0.02423329849,0.1239076323,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,1802
430,2006.915068,2007.326027,"N","15-49","DHS","UW",0.1431860082,0.02281016575,0.165996174,0.2570933811,"","N","None","None","N",0.011958092,0.003622204,0.01106336,0.099360134,0.168383884,0.057964569,647
430,2013.161644,2013.578082,"N","15-49","DHS","UW",0.2246863188,0.01340716034,0.2380934792,0.2302670244,"","N","None","None","N",0.01067163,0.002101702,0.009117234,0.070541105,0.25254276,0.062871232,5469
430,2019.747945,2020.15847,"N","15-49","DHS","UW",0.2667952155,0.00994254511,0.2767377606,0.1941195042,"","N","None","None","N",0.006943181,0.000974368,0.003487211,0.070421385,0.292172298,0.053678762,7832
440,2006.246575,2006.994521,"N","15-49","Other","PW",0.116,0.015,0.131,NA,"","N","+","+","Y",NA,NA,NA,NA,NA,NA,5438
450,1992.330601,1992.912568,"N","15-49","DHS","UW",0.01047650333,0.07278838475,0.08326488809,NA,"","N","None","None","N",0.001963601,0.006127311,NA,0.19054195,0.091162586,NA,1708
450,1997.665753,1997.99726,"N","15-49","DHS","UW",0.03258049913,0.069331839,0.1019123381,0.108858091,"","N","None","None","N",0.003906555,0.005377499,0.006697809,0.139024107,0.087520079,0.070711767,1729
450,2003.832877,2004.245902,"N","15-49","DHS","UW",0.06256728329,0.05266865886,0.1152359422,0.08231303074,"","N","None","None","N",0.006237533,0.008025335,0.00742586,0.106929466,0.161153224,0.098896388,1734
450,2008.833333,2009.663014,"N","15-49","DHS","UW",0.09036773692,0.03937838601,0.1297461229,0.08007082315,"","N","None","None","N",0.004922617,0.003308726,0.00506498,0.064968689,0.088430969,0.069672579,4691
450,2012,2013,"N","15-49","National survey","UW",0.1520802525,0.04803877367,0.2001190261,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,7412
450,2017.454795,2017.6,"N","15-49","National survey","UW",0.2010188324,0.05758945386,0.2586082863,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,7650
450,2018.580822,2018.912329,"N","15-49","MICS","UW",0.2044435457,0.02578806946,0.2302316152,0.1080478846,"","N","None","None","N",0.007031406,0.002870958,0.004350675,0.044764586,0.118562854,0.049366187,7586
454,1992.666667,1992.912568,"N","15-49","DHS","UW",0.0348287892,0.00715042363,0.04197921284,0.07623009287,"","N","None","None","N",0.005484054,0.002595469,0.008845533,0.165612076,0.366802916,0.128307799,1834
454,1996.415301,1996.830601,"N","15-49","National survey","UW",0.06380163043,0.02031929348,0.08412092391,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,4952
454,2000.497268,2000.912568,"N","15-49","DHS","UW",0.09952019289,0.00712498781,0.1066451807,0.09700167102,"","N","None","None","N",0.005150771,0.001037086,0.005178123,0.067712681,0.198291117,0.067391131,1833
454,2004.748634,2005.082192,"N","15-49","DHS","UW",0.08283614133,0.00708519356,0.08992133489,0.09869016258,"","N","None","None","N",0.002145641,0.001009607,0.002824285,0.074320048,0.23315259,0.075820803,1885
454,2006.534247,2006.871233,"N","15-49","MICS","UW",0.094299498,0.00358440472,0.09788390271,NA,"","N","None","None","Y",0.003857997,0.000869764,NA,0.050000837,0.24764691,NA,1845
454,2010.413699,2010.912329,"N","15-49","DHS","UW",0.1270449784,0.00533292663,0.1323779051,0.07216774722,"","N","None","None","N",0.005472398,0.001168094,0.00370813,0.049411877,0.220525604,0.056019852,4692
454,2013.832877,2014.320548,"N","15-49","MICS","UW",0.1787055775,0.00164001253,0.18034559,0.098926925,"","N","None","None","Y",0.006012816,0.000631622,0.003988527,0.042196849,0.388655701,0.047280403,5582
454,2015.747945,2016.161202,"N","15-49","DHS","UW",0.2034704771,0.0022022504,0.2056727275,0.08341975725,"","N","None","None","N",0.005868298,0.001032288,0.003853528,0.036311428,0.470437829,0.05101607,5952
454,2019.964384,2020.63388,"N","15-49","MICS","UW",0.2291331354,0.00212142712,0.2312545625,0.1102798188,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,7834
462,2009,2009.830137,"N","15-49","DHS","UW",0.01419,0.00011,0.01431,NA,"","N","None","None","N",0.011855464,0.000237083,NA,0.181590867,0.998988925,NA,4699
462,2016.497268,2017.90411,"N","15-49","DHS","UW",0.01308097914,0.00168334543,0.01476432458,0.04312114039,"","N","None","None","N",0.003810047,0.001254587,0.006506175,0.2954521,0.746120328,0.158724854,5953
466,1987.161644,1987.663014,"N","15-49","DHS","UW",0.00688005026,0.02709381476,0.03397386502,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,1784
466,1995.832877,1996.412568,"N","15-49","DHS","UW",0.08134496922,0.06377620185,0.1451211711,0.1034509359,"","N","None","None","N",0.006234495,0.003973281,0.006275425,0.121268864,0.133844819,0.10781488,1715
466,2001,2001.410959,"N","15-49","DHS","UW",0.06560951075,0.03632853997,0.1019380507,0.1033112024,"","N","None","None","N",0.005251825,0.005016799,0.007432025,0.118281053,0.176842654,0.105336362,1714
466,2006.328767,2006.99726,"N","15-49","DHS","UW",0.0261983014,0.00550381191,0.03170211331,NA,"","N","None","None","N",0.002562297,0.001011375,0.00272415,0.17288501,0.363864496,0.159697185,1682
466,2009,2010,"N","15-49","MICS","UW",0.06701376572,0.00632944604,0.07334321176,NA,"","N","None","None","Y",0.003757374,0.001299275,0.005019029,0.071191576,0.218259577,0.054382654,5011
466,2012.86612,2013.09589,"N","15-49","DHS","UW",0.07786315357,0.00270883002,0.08057198359,0.08541855379,"","N","None","None","N",0.003622702,0.000442842,0.01062021,0.147660096,0.439776195,0.183691817,5460
466,2015.547945,2015.80274,"N","15-49","MICS","UW",0.1182053566,0.00446219363,0.1226675503,0.09284469825,"","N","None","None","N",0.006560205,0.001208765,0.005358755,0.070616208,0.338782716,0.073747951,5677
466,2018.594521,2018.879452,"N","15-49","DHS","UW",0.1097836272,0.00517738389,0.1149610111,0.09005204979,"","N","None","None","N",0.009159572,0.000878435,0.006619683,0.133969419,0.360877989,0.104774854,7626
584,2007.10411,2007.430137,"N","15-49","National survey","UW",0.1755495234,0.0080858933,0.1836354167,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,3259
480,1991.246575,1991.663014,"N","15-49","Other","UW",0.01,0.001,0.011,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,2813
480,2002,2002,"N","15-49","Other","UW",0.03324425287,0.00086206897,0.03410632184,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2924
480,2014.49589,2014.745205,"N","15-49","Other","UW",0.024875,0.012,0.036875,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5970
484,1987.084932,1987.410959,"N","15-49","DHS","UW",0.04548621894,0.00277182283,0.04825804177,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,1733
484,2009.49589,2009.520548,"N","15-49","National survey","UW",0.1897920794,0.00609577103,0.1958878505,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5550
484,2015.70411,2015.953425,"N","15-49","MICS","UW",0.2785985718,0.0096783533,0.2882769251,0.08629343428,"","N","None","None","Y",0.009006988,0.002080367,0.004605041,0.06765219,0.315282299,0.095577532,7339
484,2018.613699,2018.758904,"N","15-49","National survey","UW",0.2636065,0.0056359,0.2692424,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,7709
496,1998,1998,"N","15-49","National survey","UW",0.09880210773,0.04298594848,0.1417880562,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,675
496,2000.382514,2000.612022,"N","15-49","MICS","UW",0.1108050199,0.01101928375,0.1218243036,NA,"","N","None","None","Y",0.006723534,0.001934806,NA,0.078922442,0.197272977,NA,1916
496,2003,2003,"N","15-49","National survey","UW",0.1731222634,0.03065005052,0.2037723139,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,677
496,2005.832877,2005.99726,"N","15-49","MICS","UW",0.186761584,0.01174092885,0.1985025128,NA,"","N","None","None","Y",0.008254901,0.001974139,NA,0.054296519,0.169833674,NA,832
496,2008,2008,"N","15-49","National survey","UW",0.1706766917,0.01353383459,0.1842105263,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,4566
496,2010.589041,2010.627397,"N","15-49","MICS","UW",0.1552451905,0.00539285513,0.1606380456,NA,"","N","None","None","Y",0.008351868,0.001624513,0.006612206,0.064128157,0.328382601,0.078354059,5014
496,2013.745205,2013.989041,"N","15-49","MICS","UW",0.1326258154,0.01471643062,0.147342246,0.09800037131,"","N","None","None","N",0.005658657,0.001963851,0.004944606,0.049986287,0.138359139,0.056315643,5579
496,2018.720548,2018.989041,"N","15-49","MICS","UW",0.1487515259,0.00393439604,0.1526859219,0.08856475181,"","N","None","None","Y",0.002685685,0.000209142,0.00194036,0.091550458,0.515524793,0.107305592,7588
499,2005.747945,2006.082192,"N","15-49","MICS","UW",0.1037926691,0.03428668422,0.1380793533,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,2456
499,2013.161644,2013.410959,"N","15-49","MICS","UW",0.1824147669,0.01197117308,0.19438594,0.1134068501,"","N","None","None","Y",0.014910423,0.003166588,0.009137697,0.108043623,0.28202732,0.116233497,5015
499,2018.747945,2018.989041,"N","15-49","MICS","UW",0.0968884605,0.00752316546,0.1132663658,0.0802859146,"","N","None","None","N",NA,NA,NA,NA,NA,NA,7589
508,1997.161644,1997.578082,"N","15-49","DHS","UW",0.06204505989,0.01063377634,0.07267883624,0.1471984951,"","N","None","None","N",0.007646671,0.002076504,0.010028531,0.149237662,0.318937229,0.109211457,1767
508,2003.580822,2004.081967,"N","15-49","DHS","UW",0.2078602411,0.02300584485,0.2308660859,0.1119302817,"","N","None","None","N",0.006991024,0.001557111,0.004298966,0.064152969,0.12525106,0.087219257,1758
508,2008.581967,2008.912568,"N","15-49","MICS","UW",0.1732214056,0.0067237694,0.179945175,NA,"","N","None","None","Y",0.006090456,0.001234829,NA,0.057814582,0.247567444,NA,4871
508,2011.413699,2011.912329,"N","15-49","DHS","UW",0.1365140024,0.00152716184,0.1380411643,0.1410552764,"","N","None","None","N",0.004942611,0.0004199,0.005000523,0.058153703,0.32472968,0.051314646,5064
508,2015.328767,2015.830137,"N","15-49","National survey","UW",0.2647702128,0.01505744681,0.2798276596,0.107412766,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,5794
104,2015.915068,2016.579235,"N","15-49","DHS","UW",0.00447416525,0,0.00447416525,0.00167695212,"","N","None","None","N",0.001039303,NA,0.000596155,0.244218566,NA,0.403390759,6084
516,1992.497268,1992.912568,"N","15-49","DHS","UW",0.1816557853,0.01074393994,0.1923997252,0.07345509879,"","N","None","None","N",0.011555435,0.002026622,0.004977792,0.077967698,0.191714692,0.074978054,1799
516,2000.666667,2000.997268,"N","15-49","DHS","UW",0.3358233996,0.00404635854,0.3398697581,0.1091061193,"","N","None","None","N",0.013651755,0.000879019,0.006963264,0.061629817,0.267474248,0.075417123,1807
516,2006.832877,2007.243836,"N","15-49","DHS","UW",0.4140827293,0.005739004,0.4198217333,0.0795749017,"","N","None","None","N",0.010971158,0.00110468,0.004609904,0.045112647,0.19200422,0.061529884,43
516,2013.328767,2013.745205,"N","15-49","DHS","UW",0.4685628395,0.00255795128,0.4711207908,0.08677696827,"","N","None","None","N",0.005275993,0.000256571,0.001983397,0.035057134,0.314772837,0.061872908,5616
524,2006.084932,2006.663014,"N","15-49","DHS","UW",0.02530029967,0.00026458156,0.02556488122,NA,"","N","None","None","N",0.003800673,0.0002649,NA,0.154125743,1.00152243,NA,1851
524,2011,2011.493151,"N","15-49","DHS","UW",0.02015357885,0.00037388913,0.02052746798,0.0014049066,"","N","None","None","N",0.003269671,0.000373114,0.000609484,0.165564652,0.998210369,0.434530889,5065
524,2014.084932,2014.493151,"N","15-49","MICS","UW",0.01019521889,0,0.01019521889,6.768086e-05,"","N","None","None","Y",0.002133297,NA,6.77e-05,0.229672628,NA,1.000687145,5672
524,2016.415301,2017.082192,"N","15-49","DHS","UW",0.01537931591,0.00058482383,0.01596413974,NA,"","N","None","None","N",0.002843312,0.000417076,0.000262466,0.188251738,0.714019802,1.001846414,6086
528,1982,1982,"N","15-49","Other","UW",0.4954666667,0.03553333333,0.531,NA,"","N","+","None","N",NA,NA,NA,NA,NA,NA,2728
528,1988,1988,"N","15-49","National survey","UW",0.5373756276,0.04877225011,0.5861478777,NA,"","N","+","None","N",NA,NA,NA,NA,NA,NA,2785
528,1998.49589,1998.328767,"N","15-49","National survey","UW",NA,NA,0.38,NA,"","N","+","None","Y",NA,NA,NA,NA,NA,NA,3231
528,2003.084932,2003.328767,"N","15-49","National survey","UW",NA,NA,0.43,NA,"","N","+","None","Y",NA,NA,NA,NA,NA,NA,3233
528,2008.163934,2008.581967,"N","15-49","National survey","UW",NA,NA,0.51,NA,"","N","+","None","Y",NA,NA,NA,NA,NA,NA,5146
528,2013.49589,2013.747945,"N","15-49","Other","UW",NA,NA,0.55,NA,"","N","+","None","Y",NA,NA,NA,NA,NA,NA,6009
554,1976,1976,"N","15-49","National survey","UW",0.435,0.004,0.439,NA,"","Y","?","None","N",NA,NA,NA,NA,NA,NA,5415
558,1992.838798,1993.117808,"N","15-49","Other","UW",0.1127551648,0.00115120879,0.1139063736,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,1863
558,1997.915068,1998.410959,"N","15-49","DHS","UW",0.1242645663,0.0035658726,0.1278304389,0.03226685723,"","N","None","None","N",0.005767734,0.000884492,0.00275382,0.054548773,0.278042748,0.090535235,1775
558,2001.665753,2001.99726,"N","15-49","DHS","UW",0.1471982379,0.0051202083,0.1523184462,0.04006373569,"","N","None","None","N",0.006342361,0.00146512,0.003340018,0.053533399,0.289723199,0.091089064,1759
558,2006.665753,2007.326027,"N","15-49","Other","UW",0.1784689722,0.0091165697,0.1875855419,0.03168208013,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2948
558,2011.413699,2012.907104,"N","15-49","National survey","UW",0.2404471672,0.00574759851,0.2461947657,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5569
562,1992.163934,1992.494536,"N","15-49","DHS","UW",0.02654357055,0.01234341899,0.03888698954,NA,"","N","None","None","N",0.004461025,0.003424882,NA,0.172900375,0.281273654,NA,1731
562,1998.161644,1998.578082,"N","15-49","DHS","UW",0.0338304326,0.00982018257,0.04365061516,0.03174291606,"","N","None","None","N",0.003915697,0.001545554,0.006414802,0.162230876,0.267627258,0.233418643,1680
562,2000.289617,2000.598361,"N","15-49","MICS","UW",0.04851654845,0.00257093479,0.05108748324,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,1923
562,2006,2006.410959,"N","15-49","DHS","UW",0.02084204336,0.00287775949,0.02371980284,0.01186468811,"","N","None","None","N",0.00190267,0.000933453,0.001014189,0.22758947,0.494959512,0.21792567,1736
562,2012.084699,2012.494536,"N","15-49","DHS","UW",0.01589219182,0.00060483641,0.01649702824,0.01480167571,"","N","None","None","N",0.001643122,0.000219289,0.000722516,0.248875699,0.595710209,0.295464217,5413
562,2016.142077,2016.325137,"N","15-49","PMA","UW",0.04115522705,0,0.04115522705,0.0115344751,"","N","None","None","Y",0.006092546,NA,0.002006675,0.328369776,NA,0.313230555,6116
562,2017.328767,2017.745205,"N","15-49","PMA","UW",0.01690309303,0.00317811112,0.02008120415,0.02033577385,"","N","None","None","N",0.004989738,0.000532143,0.004784017,0.365367571,1.009814559,0.467873391,7514
562,2020.915301,2021.326027,"N","15-49","PMA","UW",0.01229733827,0,0.01229733827,0.02023656403,"","N","None","None","N",0.003496575,NA,0.004638245,0.3675122,NA,0.378395199,9099
566,1990.246575,1990.830137,"N","15-49","DHS","UW",0.04503566425,0.08546374861,0.1304994129,0.01188833941,"","N","None","None","N",0.005135946,0.008077253,0.002441538,0.146763114,0.130055189,0.256123652,1742
566,1999.161644,1999.410959,"N","15-49","DHS","UW",0.05932867501,0.04194901022,0.1012776852,0.03736578313,"","N","None","None","N",0.006768441,0.0051145,0.003733137,0.092246406,0.099769772,0.09971608,1828
566,2003.161644,2003.663014,"N","15-49","DHS","UW",0.1051559083,0.04368548279,0.1488413911,0.07813552974,"","N","None","None","N",0.004951954,0.002577566,0.0051077,0.086003291,0.194868575,0.130164025,1884
566,2007.161644,2007.284932,"N","15-49","MICS","UW",0.1237182617,0.02005694648,0.1437752082,NA,"","N","None","None","Y",0.003766944,0.001118967,NA,0.062263466,0.12391123,NA,2478
566,2008.415301,2008.830601,"N","15-49","DHS","UW",0.1242628463,0.05038268973,0.174645536,0.06201837391,"","N","None","None","N",0.002458249,0.002518604,0.001430513,0.044716247,0.062310541,0.050295073,4695
566,2011.084932,2011.243836,"N","15-49","MICS","UW",0.1505057304,0.04964749511,0.2001532255,NA,"","N","None","None","Y",0.004365607,0.003238245,0.002433915,0.058767967,0.089307968,0.055203579,5018
566,2012.497268,2012.997268,"N","15-49","National survey","UW",0.1080309825,0.0173257236,0.1253567061,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5549
566,2013.084932,2013.493151,"N","15-49","DHS","UW",0.145701625,0.03511133613,0.1808129612,0.04311502717,"","N","None","None","N",0.004113149,0.001400185,0.001678416,0.042420436,0.070910728,0.064584,5447
566,2016.666667,2017.082192,"N","15-49","MICS","UW",0.06609193204,0.01261037011,0.07870230215,NA,"","N","None","None","Y",0.002643769,0.000790638,0.00249321,0.055642662,0.121421068,0.048339289,5640
566,2016.330601,2016.494536,"N","15-49","PMA","UW",0.1212020521,0.02578610125,0.1495929962,0.07858828424,"Sampling design might not be representative for the whole country.","N","None","None","N",0.008976459,0.00303899,0.0083731,0.087085647,0.197828174,0.123135763,7045
566,2017.246575,2017.408219,"N","15-49","PMA","UW",0.1212842974,0.03208242275,0.1568667828,0.06889257691,"Sampling design might not be representative for the whole country.","N","None","None","N",0.009265441,0.003593362,0.006480565,0.114299734,0.184247951,0.121136347,7482
566,2018.616438,2018.991781,"N","15-49","DHS","UW",0.07022092558,0.0191129127,0.08933383828,0.06722535934,"","N","None","None","N",0.002945421,0.001327936,0.002141585,0.055412954,0.094684726,0.046079652,7628
