"division_numeric_code","start_date","end_date","is_in_union","age_range","data_series_type","group_type_relative_to_baseline","contraceptive_use_modern","contraceptive_use_traditional","contraceptive_use_any","unmet_need_any","geographical_region_bias_reason","has_non_pregnant_and_other_positive_biases","age_group_bias","modern_method_bias","has_absence_of_probing_questions_bias","se_modern","se_traditional","se_unmet_need","se_log_r_modern_no_use","se_log_r_traditional_no_use","se_log_r_unmet_no_need","source_id"
566,2018.246575,2018.408219,"N","15-49","PMA","UW",0.1422729986,0.03234598663,0.1819042024,0.05800712464,"Sampling design might not be representative for the whole country.","N","None","None","N",NA,NA,NA,NA,NA,NA,7653
807,2011.246575,2011.082192,"N","15-49","MICS","UW",0.1614320751,0.0323983493,0.1938304244,NA,"","N","None","None","N",0.011064586,0.003476155,0.000227477,0.120798479,0.251194165,0.999684928,5035
807,2018.876712,2019.227397,"N","15-49","MICS","UW",0.2106491955,0.03402784133,0.2458999118,0,"","N","None","None","N",NA,NA,NA,NA,NA,NA,7584
591,2013,2013,"N","15-49","MICS","UW",0.2742652571,0.01024775498,0.284513012,0.1075315644,"","N","None","None","Y",0.013537685,0.004313624,0.009722519,0.074700032,0.428515755,0.116631518,5023
591,2014.657534,2015.912329,"N","15-49","Other","UW",0.261614098,0.00765417915,0.2692682772,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,7724
598,1996.478142,1997.589041,"N","15-49","National survey","UW",0.01907646177,0.0150832084,0.03415967016,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,670
598,2006.747945,2007.082192,"N","15-49","National survey","UW",0.03186743149,0.01848311026,0.05035054175,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,3267
598,2016.915301,2018.950685,"N","15-49","DHS","UW",0.0643153578,0.00971261708,0.07402797488,0.04571412493,"","N","None","None","N",0.004239656,0.001564863,0.003608238,0.100097431,0.184630499,0.100094866,7368
600,1987,1987,"N","15-49","Other","UW",0.004,0.012,0.016,0.08806435644,"","N","?","None","N",NA,NA,NA,NA,NA,NA,2772
600,1990.328767,1990.663014,"N","15-49","DHS","UW",0.05273474057,0.02602265894,0.07875739951,0.01220267148,"","N","None","None","N",0.005192349,0.003626214,0.00273528,0.103860635,0.142949108,0.226908875,1686
600,1995.747945,1996.161202,"N","15-49","Other","UW",0.1098483236,0.05191750931,0.1617658329,0.04327586207,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,782
600,1998.70411,1998.912329,"N","15-49","Other","UW",0.12,0.035,0.155,0.017,"","N","?","None","Y",NA,NA,NA,NA,NA,NA,30
600,2004.163934,2004.579235,"N","15-49","Other","UW",0.211609358,0.04196300326,0.2535723613,0.05611860718,"","N","?","None","Y",NA,NA,NA,NA,NA,NA,649
600,2008.415301,2008.830601,"N","15-49","Other","UW",0.316,0.039,0.355,0.0760632716,"","N","?","None","Y",NA,NA,NA,NA,NA,NA,4544
600,2016.415301,2016.70765,"N","15-49","MICS","UW",0.3065141678,0.0068033795,0.3133175473,0.1265571743,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,7496
604,1981,1981,"N","15-49","Other","UW",NA,NA,0.0191839172,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,52
604,1986.665753,1986.99726,"N","15-49","DHS","UW",0.01858027632,0.01667460696,0.03525488328,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,1771
604,1991.747945,1992.245902,"N","15-49","DHS","UW",0.04014794704,0.03141638315,0.07156433019,0.01757339263,"","N","None","None","N",0.002633246,0.002271609,0.001470715,0.072079686,0.077877295,0.096240225,1772
604,1996.581967,1996.912568,"N","15-49","DHS","UW",0.05365319897,0.02860372598,0.08225692496,0.02676581418,"","N","None","None","N",0.003078738,0.001801681,0.001795085,0.066336728,0.070541439,0.074943553,1773
604,2000.497268,2000.912568,"N","15-49","DHS","UW",0.08444125134,0.03645709347,0.1208983448,0.0282424405,"","N","None","None","N",0.002968662,0.001916521,0.001845152,0.046034405,0.071988153,0.076788947,1774
604,2006.021918,2006.745205,"N","15-49","DHS","UW",0.1060213168,0.04125562703,0.1472769438,0.02714419673,"","N","None","None","N",0.004460265,0.003045812,0.00192199,0.051893513,0.085220368,0.079919546,2515
604,2007,2008.830601,"N","15-49","DHS","UW",0.1267209619,0.04061215369,0.1673331156,0.03067444316,"","N","None","None","N",0.005593543,0.002617777,0.001910743,0.054601295,0.079577223,0.086031517,2517
604,2009.161644,2009.912329,"N","15-49","DHS","UW",0.1313539088,0.04140078333,0.1727546921,0.02977813722,"","N","None","None","N",0.005336499,0.002714966,0.002230065,0.046927593,0.069054282,0.077002502,4702
604,2010.161644,2010.99726,"N","15-49","DHS","UW",0.1390228295,0.04341154329,0.1824343728,0.02690037559,"","N","None","None","N",0.005442431,0.002636368,0.001983387,0.048857519,0.071185822,0.081567478,2516
604,2011.161644,2011.99726,"N","15-49","DHS","UW",0.1504641164,0.0440814192,0.1945455356,0.02724076214,"","N","None","None","N",0.005113389,0.002415961,0.001859926,0.043643293,0.068181704,0.083051013,5373
604,2012.163934,2012.997268,"N","15-49","DHS","UW",0.151636185,0.04465515341,0.1962913384,0.02649827233,"","N","None","None","N",0.004243684,0.002149013,0.001718514,0.040721853,0.059814358,0.078780465,5555
604,2013.161644,2013.912329,"N","15-49","DHS","UW",0.1398464322,0.04503005025,0.1848764824,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5826
604,2014.161644,2014.99726,"N","15-49","DHS","UW",0.1570166249,0.04843837652,0.2054550014,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5954
604,2015.175342,2015.967123,"N","15-49","DHS","UW",0.1630068966,0.03986220159,0.2028690981,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,7517
604,2016.185792,2016.961749,"N","15-49","DHS","UW",0.1811256648,0.04511233246,0.2262379973,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,7518
604,2017.164384,2017.958904,"N","15-49","DHS","UW",0.1970758597,0.04771066342,0.2447865231,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,7641
604,2018.084932,2018.956164,"N","15-49","DHS","UW",0.1964044335,0.04131679583,0.2377212293,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,7725
604,2019,2019.99726,"N","15-49","DHS","UW",0.1952165963,0.03986839462,0.235084991,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,9104
604,2020,2020.997268,"N","15-49","DHS","UW",0.1714101234,0.02835804131,0.1997681647,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,9105
608,1993.161644,1993.410959,"N","15-49","DHS","UW",0.00743623416,0.00071380962,0.00815004378,0.00318569213,"","N","None","None","N",0.001244618,0.000364492,0.000684674,0.17617096,0.511426494,0.234316375,1836
608,1995,1995,"N","15-49","National survey","UW",0.0033581052,0.00115543433,0.00451353954,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,3269
608,1996,1996,"N","15-49","National survey","UW",0.00589585545,0.0003164645,0.00621231995,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,3270
608,1997,1997,"N","15-49","National survey","UW",0.051732584,0.00227143206,0.05400401606,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,3271
608,1998.084932,1998.326027,"N","15-49","DHS","UW",0.00896215093,0.00192410228,0.01088625321,0.00667008844,"","N","None","None","N",0.001313847,0.000641015,0.001212379,0.164559785,0.333951271,0.186217601,1837
608,1999,1999,"N","15-49","National survey","UW",0.03087782918,0.001002297,0.03188012618,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,3273
608,2001,2001,"N","15-49","National survey","UW",0.00999313501,0.00349656751,0.01348970252,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,3275
608,2002,2002,"N","15-49","National survey","UW",0.00953473779,0,0.00953473779,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,3276
608,2003.413699,2003.745205,"N","15-49","DHS","UW",0.01103477379,0.001947447,0.01298222078,0.01017446309,"","N","None","None","N",0.001305969,0.000684529,0.001204449,0.140049683,0.38875053,0.138403441,1850
608,2004,2004,"N","15-49","National survey","UW",0.01630621899,0.00234360217,0.01864982116,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,3278
608,2005,2005,"N","15-49","National survey","UW",0.01415295093,0.00285061175,0.01700356268,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,3279
608,2008.581967,2008.745902,"N","15-49","DHS","UW",0.019255244,0.00899686265,0.02825210665,0.01584465897,"","N","None","None","N",0.002487536,0.001731223,0.001857442,0.132486303,0.195268278,0.119429634,4700
608,2013.580822,2013.745205,"N","15-49","DHS","UW",0.02226796529,0.01294071064,0.03520867592,0.01598379789,"","N","None","None","N",0.001718634,0.001448378,0.001322459,0.095806238,0.131164835,0.104936152,5613
608,2017.580822,2017.830137,"N","15-49","DHS","UW",0.01858589769,0.00914127989,0.02772717757,0.01973673037,"","N","None","None","N",0.001652484,0.001206005,0.002045701,0.119986071,0.192028096,0.133793403,7369
616,2010.8,2011.158904,"N","15-49","Other","UW",0.104,0.005,0.109,NA,"","N","+","-","Y",NA,NA,NA,NA,NA,NA,7427
616,2014,2014,"N","15-49","National survey","UW",0.221932,0.032318,0.226,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,7681
620,2014.665753,2014.915068,"N","15-49","National survey","UW",NA,NA,0.4613708403,NA,"","Y","None","None","N",NA,NA,NA,NA,NA,NA,6013
498,1997.665753,1997.745205,"N","15-49","Other","UW",0.1073174946,0.0264362851,0.1337537797,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,24
498,2005.413699,2005.663014,"N","15-49","DHS","UW",0.1099316515,0.03451918839,0.1444508399,0.03151815802,"","N","None","None","N",0.006274333,0.003753166,0.003299185,0.067324065,0.120715873,0.120575659,1820
498,2012.29235,2012.494536,"N","15-49","MICS","UW",0.1719382158,0.02063383272,0.1925720485,NA,"","N","None","None","N",0.009509836,0.003399777,0.006118523,0.068384882,0.170384876,0.101037639,5013
498,2020.038251,2020.453552,"N","15-49","Other","UW",0.278,0.058,0.336,0.056,"","N","None","None","N",NA,NA,NA,NA,NA,NA,9033
638,1990.2,1990.2,"N","15-49","Other","UW",0.397,0.024,0.421,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2800
643,2004,2004,"N","15-49","Other","PW",0.107,0.025,0.132,NA,"","N","+","+","Y",NA,NA,NA,NA,NA,NA,4974
643,2007,2007,"N","15-49","Other","PW",0.177,0.032,0.209,NA,"","N","+","-","Y",NA,NA,NA,NA,NA,NA,4975
646,1992.415301,1992.830601,"N","15-49","DHS","UW",0.02582633643,0.01137829831,0.03720463473,0.03658692694,"","N","None","None","N",0.002910076,0.002122168,0.003773245,0.115694558,0.188700712,0.10759595,1854
646,2000.415301,2000.663934,"N","15-49","DHS","UW",0.01189065297,0.00695497095,0.01884562392,0.03195563804,"","N","None","None","N",0.001745413,0.001236828,0.002472809,0.151090483,0.182045044,0.081133079,1855
646,2005.084932,2005.578082,"N","15-49","DHS","UW",0.0123826025,0.00939345448,0.02177605698,0.04199934331,"","N","None","None","N",0.001476916,0.001363485,0.002938796,0.120842554,0.146609779,0.073066708,1717
646,2007.915068,2008.327869,"N","15-49","National survey","UW",0.03518002951,0.06312759351,0.09830762302,NA,"","N","None","None","N",0.003937255,0.010304697,NA,0.115893149,0.174354911,NA,2524
646,2010.665753,2011.243836,"N","15-49","DHS","UW",0.04943289852,0.00297638887,0.05240928739,0.04517901093,"","N","None","None","N",0.003008804,0.000693736,0.002806357,0.06409207,0.234033954,0.065320141,5066
646,2014.832877,2015.326027,"N","15-49","DHS","UW",0.06600608368,0.00311890385,0.06912498753,0.0571578045,"","N","None","None","N",0.003552878,0.000734644,0.002876112,0.057625616,0.236254365,0.053970565,5796
646,2019.832877,2020.412568,"N","15-49","DHS","UW",0.1124001299,0.01239757041,0.1247977003,0.04423652585,"","N","None","None","N",0.00455513,0.00214518,0.002653188,0.045696082,0.175347596,0.063859216,7862
662,2011,2012,"N","15-49","MICS","UW",0.2792913665,0.01170775029,0.2909991168,NA,"","N","None","None","Y",0.021588696,0.005066045,0.012431294,0.10916315,0.445928376,0.158311316,5027
882,2009.580822,2009.745205,"N","15-49","DHS","UW",0.01938266584,0.00504888447,0.02443155032,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,3358
882,2014.49589,2014.580822,"N","15-49","National survey","UW",0.01450025893,0.00103573278,0.01553599171,0.024,"","N","None","None","N",NA,NA,NA,NA,NA,NA,6014
882,2019.80274,2020.120219,"N","15-49","MICS","UW",0.00848510114,0.00064616677,0.00982768687,0.06903749455,"","N","None","None","N",NA,NA,NA,NA,NA,NA,7864
678,2008.666667,2009.082192,"N","15-49","DHS","UW",0.1545721048,0.00596799819,0.160540103,0.08696397537,"","N","None","None","N",0.012473702,0.003274038,0.011093295,0.095759942,0.553167559,0.140463772,2556
678,2014,2014,"N","15-49","MICS","UW",0.206195357,0.0097445897,0.2159399467,0.1588583002,"","N","None","None","Y",0.010136266,0.003198288,0.014027436,0.063332795,0.336085472,0.108762501,5644
678,2019,2019,"N","15-49","MICS","UW",0.2090676721,0.01326076466,0.2229147153,0.1731087502,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,7599
686,1986.246575,1986.578082,"N","15-49","DHS","UW",0.03523809524,0.02,0.05523809524,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,1794
686,1992.833333,1993.663014,"N","15-49","DHS","UW",0.03924731183,0.02096774194,0.06021505376,0.0435483871,"","N","None","None","N",0.005049361,0.003400951,0.005407798,0.13493323,0.167175758,0.131269788,1730
686,1997,1997.326027,"N","15-49","DHS","UW",0.04632408747,0.01585696246,0.06218104993,0.03230309876,"","N","None","None","N",0.00598365,0.002757678,0.003847815,0.144445084,0.184765071,0.129115321,1795
686,1999.747945,1999.99726,"N","15-49","DHS","UW",0.0483680185,0.01077018855,0.05913820704,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,1867
686,2005.084932,2005.410959,"N","15-49","DHS","UW",0.02025686251,0.00143860001,0.02169546252,0.01859953118,"","N","None","None","N",0.003530753,0.000739118,0.00256415,0.177838054,0.514201625,0.140554675,1705
686,2010.747945,2011.326027,"N","15-49","DHS","UW",0.02583705306,0.00142258964,0.0272596427,0.03142867699,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5274
686,2012.666667,2013.493151,"N","15-49","DHS","UW",0.02866196002,0.00323188143,0.03189384145,0.02168100176,"","N","None","None","N",0.003611488,0.001520348,0.003238522,0.139249019,0.475435231,0.155524225,5490
686,2014,2014.830137,"N","15-49","DHS","UW",0.04459282211,0.00281358516,0.04740640727,0.02756844676,"","N","None","None","N",0.006898099,0.001465669,0.003976545,0.162061111,0.537992768,0.161313224,5779
686,2015,2015.830137,"N","15-49","DHS","UW",0.04630934192,0.0037543499,0.05006369181,0.02420161252,"","N","None","None","N",0.006009379,0.00162086,0.003652556,0.135940533,0.434101273,0.155152015,5955
686,2016,2016.830601,"N","15-49","DHS","UW",0.03729539802,0.00073062801,0.03802602603,0.01296118349,"","N","None","None","N",0.005634062,0.000364355,0.001757308,0.158875191,0.580976709,0.161387886,7370
686,2017.246575,2017.99726,"N","15-49","DHS","UW",0.051107091,0.00270825556,0.05381534656,0.02183182883,"","N","None","None","N",0.003620745,0.000794011,0.002337708,0.090624394,0.382892548,0.134122983,7630
686,2018.413699,2018.99726,"N","15-49","DHS","UW",0.05331944092,0.00422147062,0.05754091154,0.0188048084,"","N","None","None","N",0.00721247,0.001906923,0.003997717,0.144858736,0.455775534,0.219315059,7866
686,2019,2019,"N","15-49","DHS","UW",0.03462292793,0.00152466768,0.03614759561,0.01486471073,"","N","None","None","N",0.003779433,0.00059797,0.003178632,0.113198723,0.402323576,0.217846188,7867
688,2005.747945,2006.082192,"N","15-49","MICS","UW",0.288013626,0.03085284922,0.3188664752,NA,"","N","None","None","Y",0.012160792,0.003500321,NA,0.07314319,0.15158502,NA,2557
688,2010.832877,2010.99726,"N","15-49","MICS","UW",0.4423574788,0.05988750561,0.5022449844,NA,"","N","None","None","Y",0.01154056,0.006112791,NA,0.074181043,0.1750321,NA,5024
688,2014.084932,2014.326027,"N","15-49","MICS","UW",0.2797996745,0.0513328043,0.3311324788,0.00013794736,"","N","None","None","N",0.015139945,0.005840259,6.85e-05,0.085873706,0.156579882,1.0014018,5578
688,2019.665753,2019.99726,"N","15-49","MICS","UW",0.2239154716,0.07082542971,0.2997602163,0.04197344748,"","N","None","None","N",NA,NA,NA,NA,NA,NA,7600
694,2000.248634,2000.346995,"N","15-49","MICS","UW",0.09394810319,0.00553754408,0.09948564727,NA,"","N","None","None","Y",0.007308588,0.002131989,NA,0.122413687,0.492547013,NA,1936
694,2005.747945,2005.912329,"N","15-49","MICS","UW",0.1650825057,0.01034086572,0.1754233714,NA,"","N","None","None","Y",0.008258959,0.001443013,NA,0.075839556,0.241704896,NA,41
694,2008.248634,2008.494536,"N","15-49","DHS","UW",0.1252390051,0.03726360434,0.1625026094,0.1913456054,"","N","None","None","N",0.005631182,0.002962107,0.005467314,0.080065424,0.156046897,0.080173052,4550
694,2010.747945,2010.99726,"N","15-49","MICS","UW",0.2309612684,0.00914972239,0.2401109908,NA,"","N","None","None","Y",0.010304602,0.001491599,0.007728303,0.059894139,0.173802149,0.050861871,5025
694,2013.413699,2013.830137,"N","15-49","DHS","UW",0.3087446487,0.01500785489,0.3237525036,0.1202248828,"","N","None","None","N",0.005536541,0.000716729,0.003058309,0.06505992,0.20314791,0.058493059,5556
694,2017.328767,2017.663014,"N","15-49","MICS","UW",0.3181347927,0.00645935018,0.3245941429,NA,"","N","None","None","N",0.008666077,0.001282586,0.005327944,0.043388701,0.212743056,0.049363069,5679
694,2019.364384,2019.663014,"N","15-49","DHS","UW",0.288442349,0.00440585607,0.2928482051,0.1402697125,"","N","None","None","N",0.004104997,0.000435132,0.002914723,0.038609329,0.214597702,0.059754276,7631
90,2006.769863,2007.326027,"N","15-49","DHS","UW",0.06535787807,0.02638083927,0.09173871734,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2953
90,2015.260274,2015.712329,"N","15-49","National survey","UW",0.05042110092,0.01263394495,0.06305504587,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,7516
710,1998,1998.745205,"N","15-49","DHS","UW",0.4493418127,0.00476119303,0.4541030058,0.08743198161,"","N","None","None","N",0.00827342,0.000869926,0.00383947,0.035172461,0.20289162,0.05393133,1721
710,2003.747945,2004.663934,"N","15-49","DHS","UW",0.4433036733,0,0.4433036733,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,1720
710,2016.478142,2016.84153,"N","15-49","DHS","UW",0.4444142328,0.00110145484,0.4455156876,0.1028437684,"","N","None","None","N",0.004988439,0.000155684,0.001859163,0.042743343,0.447175735,0.062123004,5797
724,1985,1985,"N","15-49","National survey","UW",0.1036183803,0.02208497901,0.1257033592,NA,"","N","+","None","N",NA,NA,NA,NA,NA,NA,2756
724,1999,1999,"N","15-49","National survey","UW",0.3699650508,0.02602404825,0.3959890989,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2890
724,2008.877049,2009.076712,"N","15-49","National survey","UW",0.5891170999,0.01153848814,0.6006555881,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,9107
724,2018,2018,"N","15-49","National survey","UW",0.58795,0.0202525,0.6082025,NA,"","N","+","None","Y",NA,NA,NA,NA,NA,NA,7738
144,1987,1987.243836,"N","15-49","DHS","UW",0.0092,0.00016,0.00936,NA,"Excluding the Northern and Eastern Province.","N","None","None","N",NA,NA,NA,NA,NA,NA,1718
740,1999.832877,2000.327869,"N","15-49","MICS","UW",0.09397247493,0.00147834384,0.09545081877,NA,"","N","None","None","N",0.007500037,0.001094277,NA,0.088120143,0.741524962,NA,1945
740,2006.246575,2006.410959,"N","15-49","MICS","UW",0.1920256592,0.00044212044,0.1924677796,NA,"","N","None","None","N",0.009852882,0.000442578,NA,0.063920456,1.002751249,NA,1919
740,2010.523288,2010.553425,"N","15-49","MICS","UW",0.2205763836,0.00173438706,0.2223107707,NA,"","N","None","None","N",0.009905958,0.001001165,0.008985758,0.058611248,0.578996616,0.075004409,5030
740,2018.161644,2018.663014,"N","15-49","MICS","UW",0.1127858472,0.00099029254,0.1137761397,0.07544988733,"","N","None","None","N",0.00944252,0.000128394,0.007860342,0.098979245,0.898175906,0.120762971,7591
